inferred_cell_type,sequence_file.insdc_run_accessions,cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id
type B pancreatic cell,SRR3564444,GSM2174116 1,22eb1810-3bee-47f1-8165-2ddd5fa654ff
type B pancreatic cell,SRR3564445,GSM2174117 1,0efcb239-1c81-4f7c-988d-7c808c013ef3
not available,SRR3564446,GSM2174118 1,df62e748-da5c-4cc8-88ef-02dd399d2a1f
pancreatic A cell,SRR3564447,GSM2174119 1,39f91923-5170-4b93-afbc-6de920a51cdf
pancreatic A cell,SRR3564448,GSM2174120 1,1e0098ca-0714-456f-9b83-2aece36cc3b0
pancreatic A cell,SRR3564449,GSM2174121 1,ed2db980-4521-4d07-be7d-68efac2aed2d
pancreatic A cell,SRR3564450,GSM2174122 1,7e4bafb8-cb5c-4b4c-aed2-2256269abe7e
pancreatic A cell,SRR3564451,GSM2174123 1,41750530-9bb9-4149-a0a7-67bc012e6e60
pancreatic A cell,SRR3564452,GSM2174124 1,9ca28c17-5d6a-4e84-9d75-823e334e7858
type B pancreatic cell,SRR3564453,GSM2174125 1,8436568d-7369-4266-8af8-26fbff669962
pancreatic A cell,SRR3564454,GSM2174126 1,7cb15db3-a50a-4085-ac58-b3b9f8ff6c36
pancreatic A cell,SRR3564455,GSM2174127 1,ed3ce804-5b5b-49c6-8060-7829bf8d1b1d
pancreatic A cell,SRR3564456,GSM2174128 1,1d45037e-c436-47d6-adfb-0988153d694b
pancreatic A cell,SRR3564457,GSM2174129 1,041ad4bd-c64b-4bbd-8b6e-6259ea7a589d
type B pancreatic cell,SRR3564458,GSM2174130 1,cc822d82-9c0e-47f5-81ac-f6f6ffd6b770
pancreatic A cell,SRR3564459,GSM2174131 1,383b2000-6316-44d6-87c2-2f7a33577ee5
type B pancreatic cell,SRR3564460,GSM2174132 1,e02d5938-e012-41cf-ade1-a893961755c0
pancreatic A cell,SRR3564461,GSM2174133 1,e8751986-b3da-4314-983b-a677e20bffe4
pancreatic A cell,SRR3564462,GSM2174134 1,f99396f2-c95a-42fc-9bad-db51b16c3165
pancreatic A cell,SRR3564463,GSM2174135 1,7e9f91ca-5de5-4e6b-b1af-c8be5f7c448b
pancreatic A cell,SRR3564464,GSM2174136 1,b8b16439-a44e-454c-a18b-8f54850e681f
pancreatic A cell,SRR3564465,GSM2174137 1,bd07f1a0-aba3-4edf-88ea-c5d3cf61d2c4
acinar cell,SRR3564466,GSM2174138 1,7fa9b0a2-7255-4a21-8e4d-f3992262b0a1
pancreatic ductal cell,SRR3564467,GSM2174139 1,004ef1e8-7cd5-414d-92ec-65fd3bd660a3
pancreatic A cell,SRR3564468,GSM2174140 1,9e9ab3d1-c05d-4868-a601-f738a1ab6c21
acinar cell,SRR3564469,GSM2174141 1,f4fb34af-6351-4792-a072-9af0f0021d58
pancreatic D cell,SRR3564470,GSM2174142 1,0d7f43cc-a2eb-4708-afd7-728b2f410ae0
pancreatic A cell,SRR3564471,GSM2174143 1,42e2b91b-961b-4918-969e-cd41dc906b16
pancreatic D cell,SRR3564472,GSM2174144 1,b8537078-f585-4bb6-8419-2b81a602385c
type B pancreatic cell,SRR3564473,GSM2174145 1,e36c468b-6a9b-4b7e-981d-46bd8d3f9f4a
pancreatic A cell,SRR3564474,GSM2174146 1,61810dde-0d6f-460e-b458-58b89a8d55da
pancreatic A cell,SRR3564475,GSM2174147 1,d2224fcc-d104-46bc-ac06-cf9099695637
type B pancreatic cell,SRR3564476,GSM2174148 1,26721136-cdad-451d-997b-b855748fdb1a
not available,SRR3564477,GSM2174149 1,228b4f10-8ea6-4d96-84ae-1ba77e0f213a
type B pancreatic cell,SRR3564478,GSM2174150 1,223af6ed-7d09-41b1-9766-da58a3d5280d
type B pancreatic cell,SRR3564479,GSM2174151 1,8df510eb-39fe-49f7-bd11-bd15184bb7c2
mesenchymal cell,SRR3564480,GSM2174152 1,70d7b9db-4e09-4518-be31-19bf857c178c
type B pancreatic cell,SRR3564481,GSM2174153 1,731c56bf-02a5-4700-987e-99beca5693f1
pancreatic A cell,SRR3564482,GSM2174154 1,5557c4bd-452a-4def-8bed-15c216cf4a51
mesenchymal cell,SRR3564483,GSM2174155 1,e5eab30e-9e73-4bc4-985d-034d07a53bd6
type B pancreatic cell,SRR3564484,GSM2174156 1,8d39e357-3a35-4801-b355-3e0959d209ea
pancreatic A cell,SRR3564485,GSM2174157 1,a510dab9-7664-4db5-bed9-528ab19643e2
type B pancreatic cell,SRR3564486,GSM2174158 1,92cc16d3-2cbe-4b09-84bf-3ec9ef0dc7ad
pancreatic A cell,SRR3564487,GSM2174159 1,692710c7-3c56-40b7-a298-c860d6c602c3
pancreatic A cell,SRR3564488,GSM2174160 1,767e295f-112b-4b5a-96b2-1bffce8b27b9
type B pancreatic cell,SRR3564489,GSM2174161 1,a50279d0-e128-4369-bfb1-b96768a21b25
pancreatic A cell,SRR3564490,GSM2174162 1,13a87126-35a9-44c7-ab84-15bcc595b77a
not available,SRR3564491,GSM2174163 1,f686921d-c5ed-4793-80ca-b818ea5914ad
pancreatic A cell,SRR3564492,GSM2174164 1,a884ca46-387c-48b8-bbc3-3923226e27bd
pancreatic A cell,SRR3564493,GSM2174165 1,3c8f6356-b80f-452e-b63e-1a4487fd1091
pancreatic A cell,SRR3564494,GSM2174166 1,9b06203c-e5db-4a72-bd94-ef781d5e5507
pancreatic D cell,SRR3564495,GSM2174167 1,c1849900-40d1-4543-878c-b7500dbfcb54
type B pancreatic cell,SRR3564496,GSM2174168 1,a8f44825-d8dc-4a42-9aa2-8c691a1b83de
pancreatic A cell,SRR3564497,GSM2174169 1,b9649063-e42c-41ac-aeb6-9d75186126ac
type B pancreatic cell,SRR3564498,GSM2174170 1,e2bf049a-5827-49e5-97fb-9a61cf7722e1
type B pancreatic cell,SRR3564499,GSM2174171 1,30fe8141-0ad0-4d7b-8b71-904dbbb3735f
type B pancreatic cell,SRR3564500,GSM2174172 1,2aa8d537-6422-4f97-a585-e79eac74387c
type B pancreatic cell,SRR3564501,GSM2174173 1,fc256302-4dc7-4ae9-ac7a-0909dd7a9c91
pancreatic A cell,SRR3564502,GSM2174174 1,cd37f889-8b76-46e6-b896-4688d5e17da0
pancreatic A cell,SRR3564503,GSM2174175 1,c30a599b-aea2-44b5-bd6f-f90bcc3276dd
type B pancreatic cell,SRR3564504,GSM2174176 1,0354adde-7785-4dd2-85a5-e988e724c68f
type B pancreatic cell,SRR3564505,GSM2174177 1,89ef014d-8956-48f8-9437-24c73c4d824e
not available,SRR3564506,GSM2174178 1,9b77fa07-37dd-4349-8239-c3f1f231d08e
pancreatic A cell,SRR3564507,GSM2174179 1,5b76126a-77e6-4793-b258-2447c898942b
not available,SRR3564508,GSM2174180 1,64d038d6-4317-4479-9c2b-93d2abe07af1
pancreatic A cell,SRR3564509,GSM2174181 1,c9d88010-40f7-4a55-8601-2a9cec05c496
type B pancreatic cell,SRR3564510,GSM2174182 1,9f49e088-2487-4a9d-9e52-ac97762cb183
not available,SRR3564511,GSM2174183 1,552aac48-e072-4753-8fec-227451c03d0a
not available,SRR3564512,GSM2174184 1,df636051-11b4-4e72-88b1-621388eb6e0b
pancreatic D cell,SRR3564513,GSM2174185 1,b069d12a-3c29-4114-8c9c-8201a522b4cc
pancreatic A cell,SRR3564514,GSM2174186 1,0cf55f25-7936-46c7-bcb3-f0eaf2caaded
pancreatic D cell,SRR3564515,GSM2174187 1,8bfe8a87-11a5-438c-928a-4d5e0ab113ca
pancreatic A cell,SRR3564516,GSM2174188 1,68b880e6-e901-4745-918b-11d4a137b06f
mesenchymal cell,SRR3564517,GSM2174189 1,756b46c7-fc84-4175-ba03-7dc13c0819ed
type B pancreatic cell,SRR3564518,GSM2174190 1,429af460-d2e8-49d3-b283-cab6392e184d
pancreatic A cell,SRR3564519,GSM2174191 1,4100f5b9-9208-415d-b38f-6f5f35bb79aa
pancreatic A cell,SRR3564520,GSM2174192 1,abe7e4e2-f413-4acd-8d8d-3a6ded1d436c
pancreatic A cell,SRR3564521,GSM2174193 1,2c132ac2-83f0-4820-b687-0dd436c57486
type B pancreatic cell,SRR3564522,GSM2174194 1,244cc2c4-ea76-4c82-a8ca-d32002d0cc0d
type B pancreatic cell,SRR3564523,GSM2174195 1,b0c6db45-f879-4029-abb3-d50edacd7d37
type B pancreatic cell,SRR3564524,GSM2174196 1,4f0105af-9cd2-4a64-b6ee-b2895987797e
pancreatic D cell,SRR3564525,GSM2174197 1,cce4cb37-3eb0-4e1d-adba-afeab762ccae
type B pancreatic cell,SRR3564526,GSM2174198 1,5808cf13-dbbb-4ec8-b2a1-bca40763327d
acinar cell,SRR3564527,GSM2174199 1,3d99c31a-248f-4593-818f-d2c3cb96dc63
pancreatic ductal cell,SRR3564528,GSM2174200 1,fcaa7aa9-815a-4e68-824c-e0b5bf55b0d1
type B pancreatic cell,SRR3564529,GSM2174201 1,4f2ccd5c-d319-4b93-aa0d-a0a591c8dbc8
pancreatic A cell,SRR3564530,GSM2174202 1,161caf29-80aa-490a-afb0-233a51c56823
not available,SRR3564531,GSM2174203 1,c9d236dd-f213-47aa-ac4d-cb1b03e525ad
type B pancreatic cell,SRR3564532,GSM2174204 1,cd79d381-c131-42b2-85dc-b4c273240a4a
type B pancreatic cell,SRR3564533,GSM2174205 1,2bf2d026-7c2a-4adc-9836-c20163524af0
not available,SRR3564534,GSM2174206 1,4f11a707-415f-4057-94ac-a55d2f34510e
type B pancreatic cell,SRR3564535,GSM2174207 1,8659ba56-82f0-4e83-841a-59daedfedce7
pancreatic A cell,SRR3564536,GSM2174208 1,571c2f0d-d591-4992-968f-97f029353496
type B pancreatic cell,SRR3564537,GSM2174209 1,f318d349-ebff-469d-a652-d37cc3399432
mesenchymal cell,SRR3564538,GSM2174210 1,c50b1419-0f4c-4ffe-be02-060831f026ba
pancreatic A cell,SRR3564539,GSM2174211 1,82076e96-5fa6-4a1f-9b79-57d197470c66
not available,SRR3564540,GSM2174212 1,1b2171ed-a59d-4904-be80-2bdc8b818805
type B pancreatic cell,SRR3564541,GSM2174213 1,310fcb2a-8afc-4219-8950-e6d47021d005
pancreatic A cell,SRR3564542,GSM2174214 1,12b0f341-ec14-4d98-95f3-fbf845175ddf
type B pancreatic cell,SRR3564543,GSM2174215 1,f4c29f6e-ac7d-4a01-b5dc-5ab65dab2240
pancreatic D cell,SRR3564544,GSM2174216 1,64f36d79-24d9-4b0b-a143-5282e4da2e19
type B pancreatic cell,SRR3564545,GSM2174217 1,51bcecac-d321-4fd7-962b-cafd26095e77
pancreatic A cell,SRR3564546,GSM2174218 1,e03a8c1c-b025-4b64-8983-34d997402f27
pancreatic A cell,SRR3564547,GSM2174219 1,29c72d28-69f4-48e6-ab85-d923e8a61eb5
acinar cell,SRR3564548,GSM2174220 1,20f5733c-6b9d-4fe2-8d01-a43b87eb43d9
pancreatic A cell,SRR3564549,GSM2174221 1,3425344d-8af4-43c3-92ae-895eeaa3887b
pancreatic A cell,SRR3564550,GSM2174222 1,625062cc-eb29-47da-8c56-8d8acf7de089
pancreatic A cell,SRR3564551,GSM2174223 1,48f667d1-7c29-474b-8792-feb5838a40e4
type B pancreatic cell,SRR3564552,GSM2174224 1,31934756-0b6d-46dd-bb1b-554b17b3eb20
pancreatic D cell,SRR3564553,GSM2174225 1,cfd019dd-0f38-4fe3-96ef-d14484b00457
pancreatic A cell,SRR3564554,GSM2174226 1,3862df8f-7847-45e2-933e-f37daa9090e0
pancreatic A cell,SRR3564555,GSM2174227 1,701aeef0-5989-40ff-9982-6832e347f06e
pancreatic A cell,SRR3564556,GSM2174228 1,a43e53d7-6917-454e-8177-9e7f33c5b9bf
type B pancreatic cell,SRR3564557,GSM2174229 1,fdd7b546-b85d-4345-9b8d-fc33a2aa9017
acinar cell,SRR3564558,GSM2174230 1,156e8c37-eee0-48b9-851e-0a71cb06c30d
type B pancreatic cell,SRR3564559,GSM2174231 1,3ec2f87a-7391-45ea-8e39-31bc220b8505
pancreatic A cell,SRR3564560,GSM2174232 1,47139ced-5ea7-409a-98d3-d29d849d02b1
pancreatic A cell,SRR3564561,GSM2174233 1,05307a78-2f75-4c93-9c64-a66fcce1f9ca
not available,SRR3564562,GSM2174234 1,0c4c9926-511d-49f9-a598-23c9fe522309
pancreatic A cell,SRR3564563,GSM2174235 1,c4c6f6f8-276a-4f7b-a7bc-013935639e53
pancreatic A cell,SRR3564564,GSM2174236 1,562565a7-7a1d-4d7f-ae76-4e2075ce1806
pancreatic A cell,SRR3564565,GSM2174237 1,6a9d489b-6aad-43a7-99b7-b676cba6f274
type B pancreatic cell,SRR3564566,GSM2174238 1,e9e61b2d-f260-4099-8fac-1a998aa81368
pancreatic A cell,SRR3564567,GSM2174239 1,b954e5bf-d1be-4595-a122-e7cd5d31f788
pancreatic A cell,SRR3564568,GSM2174240 1,525a15b8-dc7d-4bc4-9e1b-3fc749dddf20
type B pancreatic cell,SRR3564569,GSM2174241 1,f558d29e-f7a2-465f-a31c-33566a75ef59
type B pancreatic cell,SRR3564570,GSM2174242 1,3267c0a5-4f6a-4e71-8ff8-d81b43930d0d
pancreatic A cell,SRR3564571,GSM2174243 1,5d8c0ad8-6463-4c20-b4f7-256b6ab27a3c
pancreatic A cell,SRR3564572,GSM2174244 1,e9703bed-1d2b-489f-bf9e-e9f42719abb6
pancreatic A cell,SRR3564573,GSM2174245 1,1ab9eec5-902f-4ede-8c50-a38d534f142f
mesenchymal cell,SRR3564574,GSM2174246 1,4cee4955-79c9-446b-a05c-80f9ccc7c55d
type B pancreatic cell,SRR3564575,GSM2174247 1,42a0d8ae-089f-47e1-a4ff-b4a37fc2861d
not available,SRR3564576,GSM2174248 1,c9141c4e-cf17-49f7-a024-0d151d714208
type B pancreatic cell,SRR3564577,GSM2174249 1,872ab14c-9878-4649-8cd2-4ba7ab78a7cf
pancreatic A cell,SRR3564578,GSM2174250 1,93e4d0a2-96cf-4445-8590-aea6283e0643
pancreatic A cell,SRR3564579,GSM2174251 1,cb88115c-1999-446e-8c57-7a9446181315
pancreatic ductal cell,SRR3564580,GSM2174252 1,5f17d898-0565-48f3-9b68-d33b81192c0b
type B pancreatic cell,SRR3564581,GSM2174253 1,6cc8fc94-3f70-45db-8092-c21a397147e7
pancreatic A cell,SRR3564582,GSM2174254 1,52b33411-3463-47dd-9890-f1e0e3f3d36f
type B pancreatic cell,SRR3564583,GSM2174255 1,6414276b-c9bb-46f8-8d5b-aeaa6573c814
pancreatic A cell,SRR3564584,GSM2174256 1,eb940931-9f18-432e-9cd0-23b1ad3cd7d5
pancreatic A cell,SRR3564585,GSM2174257 1,66642470-eb40-4461-95bc-18f18caac8e4
pancreatic A cell,SRR3564586,GSM2174258 1,f2b4e886-ce60-4b1a-b0dd-83c1d2d4cef1
type B pancreatic cell,SRR3564587,GSM2174259 1,95d07791-7204-474e-a61c-4cb10fdc81ec
pancreatic A cell,SRR3564588,GSM2174260 1,9cb42e81-8e35-4d9c-b6f2-ce5913465d89
type B pancreatic cell,SRR3564589,GSM2174261 1,6d873818-9761-4fb6-a7f7-421f144e6632
type B pancreatic cell,SRR3564590,GSM2174262 1,1b7121f1-239d-404e-968e-78319d0ca481
type B pancreatic cell,SRR3564591,GSM2174263 1,3edebd78-93ae-41a0-a318-805de7c9c96b
pancreatic A cell,SRR3564592,GSM2174264 1,4975e1a5-11d1-4826-a8fd-c48000ec25ea
type B pancreatic cell,SRR3564593,GSM2174265 1,0e642e1b-9c9d-4b62-b77e-e45ed0a68cfb
not available,SRR3564594,GSM2174266 1,7f534694-f36e-43aa-b34d-13ab0e4571aa
not available,SRR3564595,GSM2174267 1,a7d96c39-a28c-40c8-ab8f-7931f5abfa4c
type B pancreatic cell,SRR3564596,GSM2174268 1,3f4fd606-21ba-44a7-ac3f-aecb7ce3f408
pancreatic D cell,SRR3564597,GSM2174269 1,f6340e3b-0bde-40cc-a607-163f4a58c1e8
type B pancreatic cell,SRR3564598,GSM2174270 1,7734f988-3f13-41ab-82c8-952b28184b8f
acinar cell,SRR3564599,GSM2174271 1,35cf4e08-9f11-4971-b5d9-37a320c04187
pancreatic A cell,SRR3564600,GSM2174272 1,2e3e16d8-3d2e-4c46-b387-b3d1b2a34683
pancreatic A cell,SRR3564601,GSM2174273 1,ca18274f-0370-49d8-a0c3-96e91f3e847c
pancreatic A cell,SRR3564602,GSM2174274 1,40c0880c-79d4-46f4-a5fd-93f915e88ea2
pancreatic A cell,SRR3564603,GSM2174275 1,83a3757e-30f4-47ce-b931-269d973afc85
type B pancreatic cell,SRR3564604,GSM2174276 1,04b846af-33b1-4540-aa5a-6eca45f14385
not available,SRR3564605,GSM2174277 1,6609c62d-d60a-42ae-9d99-41318353bc8b
pancreatic A cell,SRR3564606,GSM2174278 1,12987dbe-b87f-4021-98b4-e76f1589f63a
pancreatic A cell,SRR3564607,GSM2174279 1,ba3ee407-407d-423e-918c-d6be494386f1
pancreatic A cell,SRR3564608,GSM2174280 1,9f4c3cd0-f6d3-43f0-9f94-8306cfe6b350
type B pancreatic cell,SRR3564609,GSM2174281 1,ccae5f8d-3f03-409a-9664-930f98eaacb0
type B pancreatic cell,SRR3564610,GSM2174282 1,f419246e-2320-467d-a2cd-e3941a685370
type B pancreatic cell,SRR3564611,GSM2174283 1,3e1832d0-79b9-4176-be2d-61c0bc0ca0ac
pancreatic A cell,SRR3564612,GSM2174284 1,10bb9aca-5e7b-423c-aeb0-c9f840a5a0a4
type B pancreatic cell,SRR3564613,GSM2174285 1,a1790d80-f17c-488f-956f-27dadeee41fc
pancreatic A cell,SRR3564614,GSM2174286 1,f9698a2c-750d-4fd5-a40e-61112da60b8f
pancreatic A cell,SRR3564615,GSM2174287 1,22d9b33a-18d3-4226-8951-aeabc2e4958b
pancreatic A cell,SRR3564616,GSM2174288 1,cd5090f9-8034-4437-ba14-b7b85fcca292
type B pancreatic cell,SRR3564617,GSM2174289 1,15a9bef9-d3b3-4d08-aef1-ed981a8488f5
pancreatic A cell,SRR3564618,GSM2174290 1,797277a2-7a37-41f0-8cd9-86e9ca4df3ec
pancreatic A cell,SRR3564619,GSM2174291 1,753ad4ab-d71b-4af6-8cc4-a577166937ae
not available,SRR3564620,GSM2174292 1,ef1103e8-dbb1-403e-b862-a27ab04edb0e
pancreatic A cell,SRR3564621,GSM2174293 1,d49a1a4c-3b78-415e-9b55-8af0454394e1
type B pancreatic cell,SRR3564622,GSM2174294 1,6961fc6c-25fb-4e4b-90bc-a992c5be173d
pancreatic A cell,SRR3564623,GSM2174295 1,1e84399a-af2c-4b8b-8b6e-0e37d177d1c7
type B pancreatic cell,SRR3564624,GSM2174296 1,3f93fc25-f71d-4618-b93a-3c0e102f9b46
pancreatic A cell,SRR3564625,GSM2174297 1,9f421311-a0b7-4ec4-aefc-b2ba6f164d5b
pancreatic A cell,SRR3564626,GSM2174298 1,7e6917ff-b759-4583-b25d-0122f8d5cfb7
type B pancreatic cell,SRR3564627,GSM2174299 1,a834c949-f59a-4cff-8fda-f16098331cf7
acinar cell,SRR3564628,GSM2174300 1,a5690409-526f-4490-b918-9ce890e42c04
pancreatic A cell,SRR3564629,GSM2174301 1,a68fff66-80ea-4af8-b594-ca7eae00db9b
pancreatic ductal cell,SRR3564630,GSM2174302 1,de54e7b3-80d1-4922-bc6c-0fe66e23d374
pancreatic A cell,SRR3564631,GSM2174303 1,30177261-89cb-446a-b7f5-aed510dbfb47
pancreatic A cell,SRR3564632,GSM2174304 1,5e414bc9-3151-45bd-a0ec-a874dba7a049
type B pancreatic cell,SRR3564633,GSM2174305 1,86da5e7c-9fb5-488e-b244-3fe2e6a50a78
not available,SRR3564634,GSM2174306 1,3d83fc07-e463-4988-b0b9-a59fc3dfe785
type B pancreatic cell,SRR3564635,GSM2174307 1,172ac2fb-4bbb-4a01-8397-9c8a593da279
pancreatic A cell,SRR3564636,GSM2174308 1,be332e61-0136-4a43-9875-1995058abb26
type B pancreatic cell,SRR3564637,GSM2174309 1,2d288c46-e36c-45d4-8138-8d242bfeb01c
type B pancreatic cell,SRR3564638,GSM2174310 1,4f61e155-9db0-490b-ac53-068d3f2a18b8
not available,SRR3564639,GSM2174311 1,3bfaf2c1-0427-4cfa-bf67-0dfda60cb593
pancreatic ductal cell,SRR3564640,GSM2174312 1,e3479b6a-3b6c-4218-a7f9-94c03ae38d2c
type B pancreatic cell,SRR3564641,GSM2174313 1,9bc3147a-1c02-4bed-a8e4-846ad5d65b7b
pancreatic A cell,SRR3564642,GSM2174314 1,6c505af4-008b-44ba-9646-b0558a84f895
mesenchymal cell,SRR3564643,GSM2174315 1,808b00cc-0128-4e7b-b7bb-bb2e299cb125
type B pancreatic cell,SRR3564644,GSM2174316 1,2b5a1e76-a2cc-4a44-aea5-6dda0447fd6c
acinar cell,SRR3564645,GSM2174317 1,49aaa30f-a191-4db9-8701-4e936a67a3d4
pancreatic A cell,SRR3564646,GSM2174318 1,3f1d9a70-ed29-4d19-ad5b-389030d5dcae
acinar cell,SRR3564647,GSM2174319 1,a4538bc7-d15b-4108-9665-53da9e82d730
pancreatic A cell,SRR3564648,GSM2174320 1,2021f2fd-3c64-44ef-9cc6-f9e9e006337d
pancreatic A cell,SRR3564649,GSM2174321 1,e32afc70-71e3-4829-bcb0-6fb177feba91
pancreatic A cell,SRR3564650,GSM2174322 1,5ef93711-c0d8-44b2-9ee4-29584e11e3c6
pancreatic D cell,SRR3564651,GSM2174323 1,fa2d9edf-dca1-4f26-b31d-5a677da8854f
type B pancreatic cell,SRR3564652,GSM2174324 1,981539f5-4d64-41af-a6bb-9ecf6ea14b67
type B pancreatic cell,SRR3564653,GSM2174325 1,bcef4ea6-2e01-4b6f-93b8-cdb7dc566905
type B pancreatic cell,SRR3564654,GSM2174326 1,be9b7ee6-9d22-4f94-a6ab-255edd583625
pancreatic A cell,SRR3564655,GSM2174327 1,14cd99ba-5b40-4575-b80b-3ea96e385f85
pancreatic A cell,SRR3564656,GSM2174328 1,a61d72d1-848e-474e-940c-a812903fcb30
pancreatic A cell,SRR3564657,GSM2174329 1,272f49bb-ea0b-437e-93e9-0aa2620027a9
pancreatic A cell,SRR3564658,GSM2174330 1,3c4993d0-30e8-4a37-8c69-d7ec39451861
pancreatic A cell,SRR3564659,GSM2174331 1,5d884d71-862d-4b0a-a5b5-479f91fdfce9
pancreatic A cell,SRR3564660,GSM2174332 1,c222f0cb-bc0a-4ce1-8bde-3456c4933c10
pancreatic A cell,SRR3564661,GSM2174333 1,82fa1979-472b-40bf-937b-97f3fa3f470e
pancreatic A cell,SRR3564662,GSM2174334 1,530125c4-6d8b-4b64-ba47-094fbf0b4988
pancreatic A cell,SRR3564663,GSM2174335 1,8094b456-3588-4647-96ee-121007ca6f48
type B pancreatic cell,SRR3564664,GSM2174336 1,1b22f22e-262b-4bf3-b6d0-bc416ec622a4
pancreatic A cell,SRR3564665,GSM2174337 1,81a13f87-debe-4d12-b12f-4538ff1400f4
pancreatic A cell,SRR3564666,GSM2174338 1,6bc056a7-7359-4007-9e12-fc497692af22
not available,SRR3564667,GSM2174339 1,f28b30fa-dcf0-4696-8511-9c6d3335c9b5
pancreatic A cell,SRR3564668,GSM2174340 1,936baeea-3033-4a07-904e-626489573023
pancreatic A cell,SRR3564669,GSM2174341 1,af13546e-b80a-4d2a-81e0-d70c9079243b
pancreatic A cell,SRR3564670,GSM2174342 1,00396ddf-e15f-4a08-9483-c1d5b8a5958c
type B pancreatic cell,SRR3564671,GSM2174343 1,1688f41a-a973-45f1-a6f7-3eedd463c00b
pancreatic A cell,SRR3564672,GSM2174344 1,0ef378c5-8758-41b9-8525-b6b83db8f8c5
pancreatic A cell,SRR3564673,GSM2174345 1,5fc1251e-c94a-40f8-b5e3-e10c42071c5b
type B pancreatic cell,SRR3564674,GSM2174346 1,0cc86dbd-cc61-4f41-9508-defa2c91956d
type B pancreatic cell,SRR3564675,GSM2174347 1,1613ff1b-505d-496a-a042-a6c3815a172c
pancreatic A cell,SRR3564676,GSM2174348 1,6e867bff-fb11-48d1-9d2d-cec0b5dd150b
pancreatic A cell,SRR3564677,GSM2174349 1,70592d67-0bf9-4068-9ebb-b2bf77c67606
pancreatic A cell,SRR3564678,GSM2174350 1,fa6284a3-8318-4828-8795-5eb8fd218bde
not available,SRR3564679,GSM2174351 1,a259d7cd-e8c9-4bf8-af0b-23445aa05da0
type B pancreatic cell,SRR3564680,GSM2174352 1,eea14e75-5e61-4ff3-9cd9-0ac9bc4a8ef5
pancreatic A cell,SRR3564681,GSM2174353 1,4235a086-6d21-417c-b7ca-c4e5491bd868
pancreatic A cell,SRR3564682,GSM2174354 1,8a911ad4-39b7-4090-bec2-73d308e04a13
not available,SRR3564683,GSM2174355 1,38e1a45c-be4b-4393-bbc8-a1fdd2930fde
type B pancreatic cell,SRR3564684,GSM2174356 1,f9971fa8-5e98-4a0c-a89a-b073a44ead7c
not available,SRR3564685,GSM2174357 1,3f8cb414-a96d-4666-b891-29fd75dcf547
type B pancreatic cell,SRR3564686,GSM2174358 1,2990708a-fe8f-4f44-933e-f54d9f9dd423
type B pancreatic cell,SRR3564687,GSM2174359 1,adcd62ed-fb04-4a55-a3cc-5142fb6d4e1f
type B pancreatic cell,SRR3564688,GSM2174360 1,020d39f9-9375-4377-882e-db83d912aeb7
pancreatic A cell,SRR3564689,GSM2174361 1,d60d9f52-6c4e-4879-9b99-d0491af71e85
pancreatic A cell,SRR3564690,GSM2174362 1,6e0c3940-dc83-44fc-a61e-2aecaae2b790
pancreatic A cell,SRR3564691,GSM2174363 1,5972416c-b68b-4038-bc3d-ec92f5019366
pancreatic A cell,SRR3564692,GSM2174364 1,162f91b1-4753-4a87-bbff-d07a1484652f
pancreatic A cell,SRR3564693,GSM2174365 1,d5198ab7-b90a-40b9-8868-c1ba84ff5843
pancreatic A cell,SRR3564694,GSM2174366 1,3400c5df-e148-47b1-b001-0d9da8f13296
pancreatic A cell,SRR3564695,GSM2174367 1,6083de58-1831-4381-8578-b2ec32c99c2f
type B pancreatic cell,SRR3564696,GSM2174368 1,cd27b46c-57e1-49ba-a1a8-b68ab89d7e63
pancreatic D cell,SRR3564697,GSM2174369 1,eee414a3-d083-45ca-9def-92adaa207328
type B pancreatic cell,SRR3564698,GSM2174370 1,496dbbeb-4280-437b-ba73-e20e297702b8
pancreatic A cell,SRR3564699,GSM2174371 1,2ac81832-e67a-434a-8915-d2dd683d603c
pancreatic A cell,SRR3564700,GSM2174372 1,8ee6b076-9c27-4702-ac4d-40c27d7dc207
pancreatic A cell,SRR3564701,GSM2174373 1,7444f880-f295-4f12-aeff-a10f554d6ded
pancreatic A cell,SRR3564702,GSM2174374 1,73718b9f-db3d-47e3-be93-56d5ff7cbdcb
pancreatic D cell,SRR3564703,GSM2174375 1,633bf25b-321f-4bf5-a16d-09bfe9fb5ff8
type B pancreatic cell,SRR3564704,GSM2174376 1,2bdd79a4-8cc6-4e3e-81f1-a503a655129e
pancreatic A cell,SRR3564705,GSM2174377 1,b0ca9311-8f81-49a9-a2f9-45077b8fbf97
pancreatic A cell,SRR3564706,GSM2174378 1,c7250f34-d6cd-4723-8aec-255850bba9ff
type B pancreatic cell,SRR3564707,GSM2174379 1,2d9bfc65-9e98-42cf-8688-db3970fac675
pancreatic A cell,SRR3564708,GSM2174380 1,7531887f-1733-45e8-9bba-9f58557297d0
type B pancreatic cell,SRR3564709,GSM2174381 1,03d6d2f0-2dfc-471b-a413-1a4262699b10
acinar cell,SRR3564710,GSM2174382 1,94ff23cb-88e3-40c0-b589-71a49cb566b6
type B pancreatic cell,SRR3564711,GSM2174383 1,3eca0866-3ec6-4a1d-88b7-1d194a7ba11d
pancreatic A cell,SRR3564712,GSM2174384 1,678eb88b-1fe2-47e3-b2c8-3b6b1ba1ff58
